ipc_prefix,term,tf,df
F23,장치 본 원 발명,1,1
F23,장치본,1,1
F23,장치본원,1,1
F23,장치본원발명,1,1
F23,정보 처리 프로그램 정보,1,1
F23,정보처리프로그램정보,1,1
F23,처리 프로그램 정보,1,1
F23,처리 프로그램 정보 처리,1,1
F23,처리프로그램정보,1,1
F23,처리프로그램정보처리,1,1
F23,충돌 속도,1,1
F23,충돌속도,1,1
F23,코로나 방전,1,1
F23,코로나 방전 장치,1,1
F23,코로나방전장치,1,1
F23,탄화물,1,1
F23,통로 관,1,1
F23,통로관,1,1
F23,폐기물 열처리 장치 본,1,1
F23,폐기물열처리장치본,1,1
F23,프로그램 정보,1,1
F23,프로그램 정보 처리,1,1
F23,프로그램 정보 처리 장치,1,1
F23,프로그램정보,1,1
F23,프로그램정보처리장치,1,1
F23,필터 부,1,1
F23,필터 사이,1,1
F23,필터부,1,1
F23,필터사이,1,1
F23,하 전,1,1
F23,확장 공간,1,1
F23,확장 공간 부,1,1
F23,확장공간,1,1
F23,확장공간부,1,1
F23,후 단,1,1
F23,후 잔존,1,1
F23,후 잔존 가스,1,1
F23,후 잔존 가스 통로,1,1
F23,후잔존,1,1
F23,후잔존가스,1,1
F23,후잔존가스통로,1,1
F23,흐름 방향,1,1
F23,흐름방향,1,1
F24,마 킹,69,1
F24,기둥 측면,51,1
F24,기둥측면,51,1
F24,마킹패널,46,1
F24,마킹모듈,40,1
F24,설치 위치,33,1
F24,설치위치,33,1
F24,마 킹 패널,29,1
F24,마 킹 패널 측면,29,1
F24,마킹패널측면,29,1
F24,킹 패널,29,1
F24,킹 패널 측면,29,1
F24,킹패널,29,1
F24,킹패널측면,29,1
F24,패널 측면,29,1
F24,패널측면,29,1
F24,마킹홈,26,1
F24,레인지 후드,25,1
F24,레인지후드,25,1
F24,인공 지능,25,1
F24,인공 지능 레인지,25,1
F24,인공 지능 레인지 후드,25,1
F24,인공지능,25,1
F24,인공지능레인지,25,1
F24,인공지능레인지후드,25,1
F24,지능 레인지,25,1
F24,지능 레인지 후드,25,1
F24,지능레인지,25,1
F24,지능레인지후드,25,1
F24,프로세서,24,1
F24,공기 청정기,23,2
F24,공기청정기,23,2
F24,앵커 볼트,23,1
F24,앵커볼트,23,1
F24,기둥 부,22,1
F24,기둥부,22,1
F24,마 킹 홈,22,1
F24,킹 홈,22,1
F24,식별 정보,20,1
F24,식별정보,20,1
F24,마찰 방지,19,1
F24,마찰 방지 요소,19,1
F24,마찰방지,19,1
F24,마찰방지요소,19,1
F24,방지 요소,19,1
F24,방지요소,19,1
F24,cooking,18,1
F24,결정 마,18,1
F24,결정 마 킹,18,1
F24,결정 마 킹 대,18,1
F24,결정마,18,1
F24,결정마킹,18,1
F24,결정마킹대,18,1
F24,관심 영역,18,1
F24,관심영역,18,1
F24,마 킹 대,18,1
F24,마킹대,18,1
F24,마킹패널부,18,1
F24,볼트 설치,18,1
F24,볼트 설치 위치,18,1
F24,볼트 설치 위치 결정,18,1
F24,볼트설치,18,1
F24,볼트설치위치,18,1
F24,볼트설치위치결정,18,1
F24,사용자 관심,18,1
F24,사용자 관심 영역,18,1
F24,사용자관심,18,1
F24,사용자관심영역,18,1
F24,설치 위치 결정,18,1
F24,설치 위치 결정 마,18,1
F24,설치위치결정,18,1
F24,설치위치결정마,18,1
F24,앵커 볼트 설치,18,1
F24,앵커 볼트 설치 위치,18,1
F24,앵커볼트설치,18,1
F24,앵커볼트설치위치,18,1
F24,위치 결정,18,1
F24,위치 결정 마,18,1
F24,위치 결정 마 킹,18,1
F24,위치결정,18,1
F24,위치결정마,18,1
F24,위치결정마킹,18,1
F24,정화장치,18,1
F24,킹 대,18,1
F24,마킹 패널,17,1
F24,마킹 패널 부,17,1
F24,패널 부,17,1
F24,패널부,17,1
F24,국부 환기,16,1
F24,국부환기,16,1
F24,식별모델,16,1
F24,시동 히터,15,1
F24,시동히터,15,1
F24,온수 매트,15,1
F24,온수매트,15,1
F24,공기 청정,14,1
F24,정화모듈,14,1
F24,조리방법,14,1
F24,천장 패널,14,1
F24,천장패널,14,1
F24,청정방법,14,1
F24,배기 일체,13,1
F24,배기일체,13,1
F24,상호 간,13,1
F24,상호간,13,1
F24,연결 관,13,1
F24,연결관,13,1
F24,복수 개,12,1
F24,복수개,12,1
F24,사용자 단말,12,1
F24,사용자단말,12,1
F24,설치 구멍,12,1
F24,설치구멍,12,1
F24,인식모델,12,1
F24,조리 용기,12,1
F24,조리용기,12,1
F24,천장 패널 설치,12,1
F24,천장 패널 설치 구멍,12,1
F24,천장패널설치,12,1
F24,천장패널설치구멍,12,1
F24,패널 설치,12,1
F24,패널 설치 구멍,12,1
F24,패널설치,12,1
F24,패널설치구멍,12,1
F24,객체 인식,11,1
F24,마 킹 홈 측면,11,1
F24,마킹홈측면,11,1
F24,킹 홈 측면,11,1
F24,킹홈측면,11,1
F24,홈 측면,11,1
F24,홈측면,11,1
F24,후드 본체,11,1
F24,후드본체,11,1
F24,고정 레일,10,1
F24,고정레일,10,1
F24,설치방법,10,1
F24,조리 객체,10,1
F24,조리객체,10,1
F24,가동 레일,9,1
F24,가동레일,9,1
F24,국부 환기 정화,9,1
F24,국부 환기 정화 장치,9,1
F24,국부환기정화장치,9,1
F24,삭제 삭제,9,1
F24,삭제삭제,9,1
F24,삽입 홀,9,1
F24,삽입홀,9,1
F24,쿡 탑,9,1
F24,환경 정보,9,1
F24,환경정보,9,1
F24,환기 정화,9,1
F24,환기 정화 장치,9,1
F24,환기정화장치,9,1
F24,풍 량,8,2
F24,모션 식별,8,1
F24,미세 먼지,8,1
F24,미세먼지,8,1
F24,배기 팬,8,1
F24,배기팬,8,1
F24,보일러,8,1
F24,사용방법,8,1
F24,객체 식별,7,1
F24,객체 식별 정보,7,1
F24,객체식별,7,1
F24,객체식별정보,7,1
F24,공기 청정 방법,7,1
F24,공기 청정 제어,7,1
F24,공기 청정 제어 신호,7,1
F24,공기청정방법,7,1
F24,공기청정제어,7,1
F24,공기청정제어신호,7,1
F24,국부 환기 유닛,7,1
F24,국부환기유닛,7,1
F24,내측 모서리,7,1
F24,내측모서리,7,1
F24,배기관,7,1
F24,삭제 삭제 삭제,7,1
F24,삭제삭제삭제,7,1
F24,이동식 국부,7,1
F24,이동식 국부 환기,7,1
F24,이동식 국부 환기 정화,7,1
F24,이동식국부,7,1
F24,이동식국부환기,7,1
F24,이동식국부환기정화,7,1
F24,제어 신호,7,1
F24,제어신호,7,1
F24,주행 웨브,7,1
F24,주행웨브,7,1
F24,청정 제어,7,1
F24,청정 제어 신호,7,1
F24,청정제어,7,1
F24,청정제어신호,7,1
F24,홈 내측,7,1
F24,홈 내측 모서리,7,1
F24,홈 모서리,7,1
F24,홈내측,7,1
F24,홈내측모서리,7,1
F24,홈모서리,7,1
F24,환기 유닛,7,1
F24,환기유닛,7,1
F24,이동 가능,6,2
F24,이동가능,6,2
F24,object,6,1
F24,objects,6,1
F24,photograph,6,1
F24,recognized,6,1
F24,threshold,6,1
F24,thumb,6,1
F24,객체 인식 모델,6,1
F24,객체인식모델,6,1
F24,기 팬,6,1
F24,마킹 홀,6,1
F24,마킹홀,6,1
F24,모션 식별 정보,6,1
F24,모션식별정보,6,1
F24,배기부,6,1
F24,벽 부분,6,1
F24,벽부분,6,1
F24,소형 마킹,6,1
F24,소형 마킹 홀,6,1
F24,소형마킹,6,1
F24,소형마킹홀,6,1
F24,에어 커튼,6,1
F24,에어커튼,6,1
F24,외부 서버,6,1
F24,외부서버,6,1
F24,중형 마킹,6,1
F24,촉매,5,2
F24,객체 인식 정보,5,1
F24,객체인식정보,5,1
F24,급 기부,5,1
F24,급기부,5,1
F24,레시피 데이터베이스,5,1
F24,레시피데이터베이스,5,1
F24,모션 인식,5,1
F24,모션인식,5,1
F24,배 기관,5,1
F24,삭제 삭제 삭제 삭제,5,1
F24,삭제삭제삭제삭제,5,1
F24,상기 사용자,5,1
F24,상기사용자,5,1
F24,에어컨 설치,5,1
F24,에어컨 설치 방법,5,1
F24,에어컨설치방법,5,1
F24,용기 식별,5,1
F24,유입 공,5,1
F24,유입공,5,1
F24,인식 정보,5,1
F24,인식정보,5,1
F24,임계 량,5,1
F24,임계량,5,1
F24,조리 용기 식별,5,1
F24,기 설정,4,2
F24,기설정,4,2
F24,m/s,4,1
F24,pa,4,1
F24,up,4,1
F24,공 형성,4,1
F24,공형성,4,1
F24,관심 영역 내,4,1
F24,관심영역내,4,1
F24,광 촉매 필터,4,1
F24,광촉매필터,4,1
F24,교환기 상호,4,1
F24,교환기 상호 간,4,1
F24,교환기 연결,4,1
F24,교환기 연결 관,4,1
F24,교환기상호,4,1
F24,교환기상호간,4,1
F24,교환기연결,4,1
F24,교환기연결관,4,1
F24,기둥 모서리,4,1
F24,기둥모서리,4,1
F24,내부 공간,4,1
F24,내부공간,4,1
F24,내지 중,4,1
F24,내지중,4,1
F24,마킹 홈,4,1
F24,먼지 농도,4,1
F24,먼지 부유,4,1
F24,먼지 부유 레벨,4,1
F24,먼지농도,4,1
F24,먼지부유,4,1
F24,먼지부유레벨,4,1
F24,미세 먼지 농도,4,1
F24,미세 먼지 부유,4,1
F24,미세 먼지 부유 레벨,4,1
F24,미세먼지농도,4,1
F24,미세먼지부유,4,1
F24,미세먼지부유레벨,4,1
F24,배기 부,4,1
F24,배기시스템,4,1
F24,본체 부,4,1
F24,본체부,4,1
F24,부유 레벨,4,1
F24,부유레벨,4,1
F24,사용자 관심 영역 내,4,1
F24,사용자 위치,4,1
F24,사용자관심영역내,4,1
F24,사용자위치,4,1
F24,상기 사용자 단말,4,1
F24,상기사용자단말,4,1
F24,서포트 부,4,1
F24,서포트부,4,1
F24,슬라이드 요소,4,1
F24,슬라이드요소,4,1
F24,열교환기 상호,4,1
F24,열교환기 상호 간,4,1
F24,열교환기 연결,4,1
F24,열교환기 연결 관,4,1
F24,열교환기상호,4,1
F24,열교환기상호간,4,1
F24,열교환기연결,4,1
F24,열교환기연결관,4,1
F24,영역 내,4,1
F24,영역내,4,1
F24,유사 도,4,1
F24,유사도,4,1
F24,음식 식별,4,1
F24,의료진 보호,4,1
F24,의료진보호,4,1
F24,이전 프레임,4,1
F24,이전프레임,4,1
F24,자 형상,4,1
F24,자형상,4,1
F24,재료 식별,4,1
F24,정 압,4,1
F24,제어 부,4,1
F24,제어기판,4,1
F24,제어방법,4,1
F24,제어부,4,1
F24,중형 마킹 모듈,4,1
F24,중형마킹모듈,4,1
F24,지지부,4,1
F24,직경 단,4,1
F24,직경단,4,1
F24,촉매 필터,4,1
F24,촉매필터,4,1
F24,촬영 배속,4,1
F24,촬영배속,4,1
F24,타임 랩스,4,1
F24,타임 랩스 촬영,4,1
F24,타임 랩스 촬영 배속,4,1
F24,타임 랩스촬영,4,1
F24,타임 랩스촬영배속,4,1
F24,푸시 요소,4,1
F24,푸시요소,4,1
F24,필터 부,4,1
F24,필터부,4,1
F24,환자 측,4,1
F24,환자측,4,1
F24,cooking object,3,1
F24,cooking objects,3,1
F24,cookingobject,3,1
F24,cookingobjects,3,1
F24,down,3,1
F24,fl,3,1
F24,on,3,1
F24,on 상태,3,1
F24,on상태,3,1
F24,recognized cooking,3,1
F24,recognized cooking object,3,1
F24,recognizedcooking,3,1
F24,recognizedcookingobject,3,1
F24,객체 정보,3,1
F24,객체정보,3,1
F24,공간 내,3,1
F24,공간내,3,1
F24,교환기 측,3,1
F24,교환기측,3,1
F24,내 관,3,1
F24,내부 공간 내,3,1
F24,내부공간내,3,1
F24,대형 마킹,3,1
F24,대형 마킹 모듈,3,1
F24,대형마킹모듈,3,1
F24,링 부,3,1
F24,매트 상호,3,1
F24,매트 상호 간,3,1
F24,매트 연결,3,1
F24,매트 연결 관,3,1
F24,매트상호,3,1
F24,매트상호간,3,1
F24,매트연결,3,1
F24,매트연결관,3,1
F24,모션 인식 모드,3,1
F24,모션 중,3,1
F24,모션인식모드,3,1
F24,모션중,3,1
F24,물통 상호,3,1
F24,물통 상호 간,3,1
F24,물통 연결,3,1
F24,물통 연결 관,3,1
F24,물통상호,3,1
F24,물통상호간,3,1
F24,물통연결,3,1
F24,물통연결관,3,1
F24,배기 열,3,1
F24,배기열,3,1
F24,배출 공,3,1
F24,배출공,3,1
F24,베이스 부분,3,1
F24,베이스부분,3,1
F24,본체 아래,3,1
F24,본체아래,3,1
F24,사용자 손,3,1
F24,사용자손,3,1
F24,상기 공기,3,1
F24,상기 환경,3,1
F24,상기 환경 정보,3,1
F24,상기공기,3,1
F24,상기환경,3,1
F24,상기환경정보,3,1
F24,소정 형상,3,1
F24,소정형상,3,1
F24,슬라이딩 요소,3,1
F24,슬라이딩요소,3,1
F24,열교환기 측,3,1
F24,열교환기측,3,1
F24,온수 매트 상호,3,1
F24,온수 매트 상호 간,3,1
F24,온수 매트 연결,3,1
F24,온수 매트 연결 관,3,1
F24,온수매트상호,3,1
F24,온수매트상호간,3,1
F24,온수매트연결,3,1
F24,온수매트연결관,3,1
F24,요리 명,3,1
F24,요리명,3,1
F24,용기 식별 정보,3,1
F24,용기 항목,3,1
F24,용기식별정보,3,1
F24,용기항목,3,1
F24,유지 요소,3,1
F24,유지요소,3,1
F24,인식 모드,3,1
F24,인식모드,3,1
F24,일정량,3,1
F24,조리 용기 식별 정보,3,1
F24,조리 용기 항목,3,1
F24,조리용기식별정보,3,1
F24,조리용기항목,3,1
F24,지지 부,3,1
F24,최대 직경,3,1
F24,최대 직경 단,3,1
F24,최대직경,3,1
F24,최대직경단,3,1
F24,펌프 상호,3,1
F24,펌프 상호 간,3,1
F24,펌프 연결,3,1
F24,펌프 연결 관,3,1
F24,펌프상호,3,1
F24,펌프상호간,3,1
F24,펌프연결,3,1
F24,펌프연결관,3,1
F24,풍 열,3,1
F24,해당 열,3,1
F24,해당 열교환기,3,1
F24,해당열,3,1
F24,해당열교환기,3,1
F24,현재 프레임,3,1
F24,현재프레임,3,1
F24,호흡기 측,3,1
F24,호흡기측,3,1
F24,color,2,1
F24,correlation,2,1
F24,cz,2,1
F24,directionally,2,1
F24,dw,2,1
F24,edge,2,1
F24,flow,2,1
F24,food,2,1
F24,gps,2,1
F24,h1,2,1
F24,h4,2,1
F24,histogram,2,1
F24,mm,2,1
F24,optical,2,1
F24,s10,2,1
F24,speech,2,1
F24,text,2,1
F24,thumb down,2,1
F24,thumbdown,2,1
F24,thump,2,1
F24,utensil,2,1
F24,vessel,2,1
F24,y1,2,1
F24,y2,2,1
F24,y3,2,1
F24,zones,2,1
F24,객체 위치,2,1
F24,객체 위치 정보,2,1
F24,객체위치,2,1
F24,객체위치정보,2,1
F24,고체 윤,2,1
F24,고체 윤 활,2,1
F24,고체윤,2,1
F24,고체윤활,2,1
F24,공 사이,2,1
F24,공사이,2,1
F24,관절 유닛,2,1
F24,광촉매,2,1
F24,교차점,2,1
F24,구동 모터,2,1
F24,구동모터,2,1
F24,급 기,2,1
F24,급 기관,2,1
F24,급기관,2,1
F24,기 등,2,1
F24,기 등 측면,2,1
F24,기 풍,2,1
F24,기 풍 량,2,1
F24,기등측면,2,1
F24,기준 값,2,1
F24,기준값,2,1
F24,기판,2,1
F24,기풍량,2,1
F24,농도 정보,2,1
F24,농도정보,2,1
F24,동작방법,2,1
F24,등 측면,2,1
F24,등측면,2,1
F24,량 정보,2,1
F24,량정보,2,1
F24,레시피 데이터,2,1
F24,레시피데이터,2,1
F24,레이어구조,2,1
F24,마이크로 폰,2,1
F24,마이크로폰,2,1
F24,먼지 농도 정보,2,1
F24,먼지농도정보,2,1
F24,메인 제어,2,1
F24,메인 제어 기판,2,1
F24,메인제어기판,2,1
F24,모션 식별 모델,2,1
F24,모션 인식 시작,2,1
F24,모션식별모델,2,1
F24,모션인식시작,2,1
F24,무기 고체,2,1
F24,무기 고체 윤,2,1
F24,무기 고체 윤 활,2,1
F24,무기고체,2,1
F24,무기고체윤,2,1
F24,무기고체윤활,2,1
F24,미세 먼지 농도 정보,2,1
F24,미세먼지농도정보,2,1
F24,배 기부,2,1
F24,배기 관,2,1
F24,배기 팬 정,2,1
F24,배기 팬 정 압,2,1
F24,배기 풍,2,1
F24,배기 풍 량,2,1
F24,배기팬정,2,1
F24,배기팬정압,2,1
F24,배기풍,2,1
F24,배기풍량,2,1
F24,배출 부,2,1
F24,배출부,2,1
F24,베이스,2,1
F24,변경 점,2,1
F24,변경 점 프레임,2,1
F24,변경점,2,1
F24,변경점프레임,2,1
F24,보정 필터,2,1
F24,보정필터,2,1
F24,사용자 입력,2,1
F24,사용자입력,2,1
F24,상 측,2,1
F24,상기 공기 청정기,2,1
F24,상기 본체,2,1
F24,상기 카메라,2,1
F24,상기 쿡,2,1
F24,상기 쿡 탑,2,1
F24,상기 환자,2,1
F24,상기공기청정기,2,1
F24,상기본체,2,1
F24,상기카메라,2,1
F24,상기쿡,2,1
F24,상기쿡탑,2,1
F24,상기환자,2,1
F24,수평 부,2,1
F24,수평 상태,2,1
F24,수평부,2,1
F24,수평상태,2,1
F24,스피커,2,1
F24,습도 정보,2,1
F24,습도정보,2,1
F24,온도 정보,2,1
F24,온도센서,2,1
F24,온도정보,2,1
F24,외부 공기,2,1
F24,외부공기,2,1
F24,요리 리스트,2,1
F24,요리리스트,2,1
F24,용기 식별 모델,2,1
F24,용기식별모델,2,1
F24,위치 정보,2,1
F24,위치정보,2,1
F24,유닛구조,2,1
F24,윤 활,2,1
F24,음식 식별 모델,2,1
F24,음식 식별 정보,2,1
F24,음식식별모델,2,1
F24,음식식별정보,2,1
F24,이미지 데이터,2,1
F24,이미지데이터,2,1
F24,인식 시작,2,1
F24,인식시작,2,1
F24,일 측,2,1
F24,임계 유사,2,1
F24,임계 유사 도,2,1
F24,임계유사,2,1
F24,임계유사도,2,1
F24,재료 식별 모델,2,1
F24,재료 식별 정보,2,1
F24,재료식별모델,2,1
F24,재료식별정보,2,1
F24,점 프레임,2,1
F24,점프레임,2,1
F24,접촉 면,2,1
F24,접촉 본체,2,1
F24,접촉면,2,1
F24,접촉본체,2,1
F24,조리 용기 식별 모델,2,1
F24,조리용기식별모델,2,1
F24,중 르,2,1
F24,중앙 배기,2,1
F24,중앙 배기 시스템,2,1
F24,중앙배기시스템,2,1
F24,중형 마킹 홈,2,1
F24,중형마킹홈,2,1
F24,차 저,2,1
F24,추천 요리,2,1
F24,추천 요리 리스트,2,1
F24,추천요리,2,1
F24,추천요리리스트,2,1
F24,축경부,2,1
F24,축소 모션,2,1
F24,축소 모션 중,2,1
F24,축소모션,2,1
F24,축소모션중,2,1
F24,측면 사이,2,1
F24,측면사이,2,1
F24,킹 패널 측면 사이,2,1
F24,킹패널측면사이,2,1
F24,텍스트 중,2,1
F24,텍스트중,2,1
F24,특정 간격,2,1
F24,특정간격,2,1
F24,패널 측면 사이,2,1
F24,패널측면사이,2,1
F24,팬 정,2,1
F24,팬 정 압,2,1
F24,팬정압,2,1
F24,표시모듈,2,1
F24,풍 량 정보,2,1
F24,풍량정보,2,1
F24,ax,1,1
F24,by,1,1
F24,cooking utensil,1,1
F24,cooking vessel,1,1
F24,cooking zones,1,1
F24,cookingutensil,1,1
F24,cookingvessel,1,1
F24,cookingzones,1,1
F24,down 모션,1,1
F24,down 모션 중,1,1
F24,down모션,1,1
F24,down모션중,1,1
F24,f1,1,1
F24,f2,1,1
F24,f3,1,1
F24,f4,1,1
F24,h2,1,1
F24,h3,1,1
F24,l1,1,1
F24,l2,1,1
F24,l3,1,1
F24,l4,1,1
F24,optical flow,1,1
F24,opticalflow,1,1
F24,s20,1,1
F24,s30,1,1
F24,s40,1,1
F24,s50,1,1
F24,s60,1,1
F24,s70,1,1
F24,selected,1,1
F24,text to,1,1
F24,text to speech,1,1
F24,textto,1,1
F24,texttospeech,1,1
F24,thumb down 모션,1,1
F24,thumb down 모션 중,1,1
F24,thumb up,1,1
F24,thumbdown모션,1,1
F24,thumbdown모션중,1,1
F24,thumbup,1,1
F24,thump up,1,1
F24,thumpup,1,1
F24,to,1,1
F24,to speech,1,1
F24,tospeech,1,1
F24,user,1,1
F24,user-selected,1,1
F24,가구 물품,1,1
F24,가구물품,1,1
F24,가전 제품,1,1
F24,가전제품,1,1
F24,간 공기,1,1
F24,간공기,1,1
F24,경 부,1,1
F24,경우 모션,1,1
F24,경우 모션 식별,1,1
F24,경우 모션 식별 모델,1,1
F24,경우 음식,1,1
F24,경우 음식 식별,1,1
F24,경우 음식 식별 모델,1,1
F24,경우 조리,1,1
F24,경우 조리 용기,1,1
F24,경우 조리 용기 식별,1,1
F24,경우 타임 랩스,1,1
F24,경우 타임 랩스 촬영,1,1
F24,경우 타임 랩스 촬영 배속,1,1
F24,경우모션,1,1
F24,경우모션식별모델,1,1
F24,경우음식,1,1
F24,경우음식식별모델,1,1
F24,경우조리,1,1
F24,경우조리용기,1,1
F24,경우조리용기식별,1,1
F24,경우타임 랩스,1,1
F24,경우타임 랩스촬영,1,1
F24,경우타임 랩스촬영배속,1,1
F24,고정 방식,1,1
F24,고정방식,1,1
F24,곡률 단면,1,1
F24,곡률단면,1,1
F24,공기 정화,1,1
F24,공기 정화 성능,1,1
F24,공기 청정 방법 온도,1,1
F24,공기 청정기 본,1,1
F24,공기 청정기 본 발명,1,1
F24,공기정화,1,1
F24,공기정화성능,1,1
F24,공기청정기본,1,1
F24,공기청정기본발명,1,1
F24,공기청정방법온도,1,1
F24,관 내부,1,1
F24,관 내부 공간,1,1
F24,관 사이,1,1
F24,관 사이 공간,1,1
F24,관내부,1,1
F24,관내부공간,1,1
F24,관사이,1,1
F24,관사이공간,1,1
F24,관절 유닛 구조,1,1
F24,관절유닛구조,1,1
F24,광 량,1,1
F24,광 촉매 부재,1,1
F24,광 흐름,1,1
F24,광촉매 활성도,1,1
F24,광촉매부재,1,1
F24,광촉매활성도,1,1
F24,광흐름,1,1
F24,기관 타,1,1
F24,기관 타 측,1,1
F24,기관타,1,1
F24,기관타측,1,1
F24,기둥 부 수직,1,1
F24,기둥부수직,1,1
F24,내 관 사이,1,1
F24,내 관 사이 공간,1,1
F24,내관사이,1,1
F24,내관사이공간,1,1
F24,내부 간,1,1
F24,내부 간 공기,1,1
F24,내부간,1,1
F24,내부간공기,1,1
F24,농도 값,1,1
F24,농도값,1,1
F24,단 부,1,1
F24,대향 단,1,1
F24,대향 단 부,1,1
F24,대향단,1,1
F24,대향단부,1,1
F24,동작 방법 인공,1,1
F24,동작 방법 인공 지능,1,1
F24,동작방법인공,1,1
F24,동작방법인공지능,1,1
F24,량 값,1,1
F24,레시피 정보,1,1
F24,레시피정보,1,1
F24,리스트 중,1,1
F24,리스트중,1,1
F24,마킹 표시,1,1
F24,마킹 표시 모듈,1,1
F24,마킹표시모듈,1,1
F24,매트 내,1,1
F24,매트내,1,1
F24,먼지 농도 값,1,1
F24,먼지농도값,1,1
F24,모니터링 카메라,1,1
F24,모니터링카메라,1,1
F24,모션 벡터,1,1
F24,모션 벡터 중,1,1
F24,모션 인식 시작 모션,1,1
F24,모션 종류,1,1
F24,모션벡터,1,1
F24,모션벡터중,1,1
F24,모션인식시작모션,1,1
F24,모션종류,1,1
F24,미세 먼지 농도 값,1,1
F24,미세먼지농도값,1,1
F24,방법 온도,1,1
F24,방법 온도 정보,1,1
F24,방법 인공,1,1
F24,방법 인공 지능,1,1
F24,방법 인공 지능 레인지,1,1
F24,방법온도,1,1
F24,방법온도정보,1,1
F24,방법인공,1,1
F24,방법인공지능,1,1
F24,방법인공지능레인지,1,1
F24,방향 범위,1,1
F24,방향 양단,1,1
F24,방향범위,1,1
F24,방향양단,1,1
F24,배 기관 타,1,1
F24,배 기관 타 측,1,1
F24,배 기구,1,1
F24,배기관타,1,1
F24,배기관타측,1,1
F24,배기구,1,1
F24,배기덕트,1,1
F24,배출 공 사이,1,1
F24,배출 부 전단,1,1
F24,배출공사이,1,1
F24,배출부전단,1,1
F24,벡터 중,1,1
F24,벡터중,1,1
F24,변위 가능,1,1
F24,변위가능,1,1
F24,보정 필터 리스트,1,1
F24,보정필터리스트,1,1
F24,본 발명,1,1
F24,본발명,1,1
F24,본체 단면,1,1
F24,본체 일,1,1
F24,본체 일 측,1,1
F24,본체단면,1,1
F24,본체일,1,1
F24,본체일측,1,1
F24,부 수직,1,1
F24,부 전단,1,1
F24,부수직,1,1
F24,부전단,1,1
F24,부직포 필터,1,1
F24,부직포필터,1,1
F24,부착 가능,1,1
F24,부착 본체,1,1
F24,부착가능,1,1
F24,부착본체,1,1
F24,분기 관,1,1
F24,분기관,1,1
F24,뿔 형상,1,1
F24,뿔형상,1,1
